run,tokens_per_sec_avg,tokens_per_sec_median,avg_step_time_sec,avg_forward_time_sec,avg_backward_time_sec,avg_optim_time_sec,imbalance_max_min_ratio_avg,imbalance_cv_avg,num_triggers,trigger_rate,avg_comm_proxy_current,avg_comm_proxy_proposed,expected_improvement_avg
Step 3,50536.62183412101,44689.06165277497,0.36532631946882854,0.23495468708065648,0.053969906639152514,0.07640107101217533,1.2458478373879833,0.04746843589267922,11,0.14666666666666667,1144.9867787085043,170.2871078391492,0.028521438092800985
Step 4,49865.905880322745,44138.66124540983,0.3681038912665099,0.2361535224543574,0.05324936694698408,0.07870016715799769,1.2242587750004523,0.04446139232970675,6,0.08,573.8255938628978,209.19146287216668,0.010865127112944111
