run_name,world_size,tokens_per_sec_avg,max_mem_allocated_bytes,imbalance_cv_avg,avg_step_time_sec,scaling_efficiency
phase1_1gpu,1,3410.937151683242,55062196736.0,0.12159677387745514,0.6008015289902687,1.0
phase1_2gpu,2,177633.24394305397,2466733056.0,0.029901571834633964,0.046257519791834054,26.038774102799703
phase1_4gpu,4,314138.75339128735,2466733056.0,0.025786055353988972,0.05228785960935056,23.02437273259821
phase2_heavy_8gpu,8,22424.24308567781,55062196736.0,0.056924449148391454,0.7308662602910772,0.8217772011209518
