run_name,run_type,world_size,tokens_per_sec_avg,steps_per_sec_avg,avg_step_time_sec,max_reserved_gb,expert_cv_avg,expert_max_min_ratio_avg,num_triggers,num_applied_rebalances
phase1_1gpu,baseline,1,95329.09471129104,23.273704763498788,0.04313178425654769,2.90234375,0.03610682043528922,1.1234771542902984,0,0
phase1_2gpu,baseline,2,194790.36805134933,23.77812110001823,0.04223494939506054,2.53125,0.02824896619044161,1.0934856078416815,0,0
phase1_4gpu,baseline,4,398502.07230305095,24.322636248965512,0.04130079889437184,2.333984375,0.02188086955256451,1.074115645224251,0,0
phase2_heavy_8gpu,heavy,8,46227.73298741384,2.821516905970083,0.38323682418093086,10.05078125,0.04130551273630938,1.1964845234472963,0,0
phase2_heavy_16gpu,heavy,16,72502.0589214475,2.2125872473586274,0.4744694263674319,6.73828125,0.042559286285448396,1.1689416518412148,0,0
